id,company_name,book_value,roe_percentage,roce_percentage,market_cap_crore,pe_ratio,pb_ratio
IOC,"Indian Oil Corporation
",129.0,25.44,21.31,1309862.08,50.51,10.81
IOC,"Indian Oil Corporation
",129.0,25.44,21.31,1418164.33,28.61,4.24
IOC,"Indian Oil Corporation
",129.0,25.44,21.31,1605938.54,79.84,7.17
IOC,"Indian Oil Corporation
",129.0,25.44,21.31,1666992.08,77.78,0.97
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,44.0,40.4,53.8,1081327.44,36.42,8.58
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,44.0,40.4,53.8,1100112.67,54.75,10.26
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,44.0,40.4,53.8,1245806.34,64.3,1.79
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,44.0,40.4,53.8,1258520.29,60.44,5.74
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,44.0,40.4,53.8,1322589.51,12.08,2.09
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,44.0,40.4,53.8,1359334.39,22.05,11.74
IRFC,Indian Railway Finance Corporation Ltd,39.0,13.7,5.73,1180569.92,37.81,13.6
IRFC,Indian Railway Finance Corporation Ltd,39.0,13.7,5.73,1262848.07,24.73,1.86
IRFC,Indian Railway Finance Corporation Ltd,39.0,13.7,5.73,1481705.69,74.92,11.42
IRFC,Indian Railway Finance Corporation Ltd,39.0,13.7,5.73,1637618.34,35.23,1.11
IRFC,Indian Railway Finance Corporation Ltd,39.0,13.7,5.73,2059203.5,52.73,4.09
IRFC,Indian Railway Finance Corporation Ltd,39.0,13.7,5.73,2618348.58,9.81,3.91
ITC,"ITC Ltd
",60.0,29.47,34.76,215793.67,69.58,1.15
ITC,"ITC Ltd
",60.0,29.47,34.76,281943.95,72.45,1.41
ITC,"ITC Ltd
",60.0,29.47,34.76,332245.58,47.85,3.24
ITC,"ITC Ltd
",60.0,29.47,34.76,366869.92,73.65,6.34
ITC,"ITC Ltd
",60.0,29.47,34.76,376827.06,55.53,3.36
ITC,"ITC Ltd
",60.0,29.47,34.76,390285.11,33.63,11.99
JINDALSTEL,Jindal Steel & Power Ltd,464.0,14.1,13.2,349306.1,47.36,3.25
JINDALSTEL,Jindal Steel & Power Ltd,464.0,14.1,13.2,375828.8,35.51,9.13
JINDALSTEL,Jindal Steel & Power Ltd,464.0,14.1,13.2,396587.97,77.64,5.73
JINDALSTEL,Jindal Steel & Power Ltd,464.0,14.1,13.2,399948.98,29.77,10.36
JINDALSTEL,Jindal Steel & Power Ltd,464.0,14.1,13.2,417203.18,39.16,8.97
JINDALSTEL,Jindal Steel & Power Ltd,464.0,14.1,13.2,421683.82,73.96,8.84
JIOFIN,Jio Financial Services Ltd,216.0,1.82,2.16,538148.59,12.61,12.66
JIOFIN,Jio Financial Services Ltd,216.0,1.82,2.16,558776.67,13.6,5.5
JIOFIN,Jio Financial Services Ltd,216.0,1.82,2.16,727695.83,74.86,14.75
JIOFIN,Jio Financial Services Ltd,216.0,1.82,2.16,922325.59,70.04,9.08
JIOFIN,Jio Financial Services Ltd,216.0,1.82,2.16,1137314.0,65.98,7.88
JIOFIN,Jio Financial Services Ltd,216.0,1.82,2.16,1401774.99,34.24,9.91
JSWENERGY,JSW Energy Ltd,160.0,8.4,8.59,62025.39,38.52,14.43
JSWENERGY,JSW Energy Ltd,160.0,8.4,8.59,66726.89,71.29,3.09
JSWENERGY,JSW Energy Ltd,160.0,8.4,8.59,74355.45,36.57,13.65
JSWENERGY,JSW Energy Ltd,160.0,8.4,8.59,87619.18,33.5,2.05
JSWENERGY,JSW Energy Ltd,160.0,8.4,8.59,95613.82,42.08,0.76
JSWENERGY,JSW Energy Ltd,160.0,8.4,8.59,110870.53,24.79,9.88
JSWSTEEL,JSW Steel Ltd,326.0,11.66,13.36,1475187.02,35.01,7.86
JSWSTEEL,JSW Steel Ltd,326.0,11.66,13.36,1978764.31,34.84,1.91
JSWSTEEL,JSW Steel Ltd,326.0,11.66,13.36,2101814.77,8.68,9.24
JSWSTEEL,JSW Steel Ltd,326.0,11.66,13.36,2171392.42,60.28,3.42
JSWSTEEL,JSW Steel Ltd,326.0,11.66,13.36,2278384.96,36.76,12.62
JSWSTEEL,JSW Steel Ltd,326.0,11.66,13.36,2612646.38,69.27,4.37
KOTAKBANK,"Kotak Mahindra Bank Ltd
",654.0,15.1,7.86,430223.52,32.9,1.15
KOTAKBANK,"Kotak Mahindra Bank Ltd
",654.0,15.1,7.86,455106.0,73.13,3.75
KOTAKBANK,"Kotak Mahindra Bank Ltd
",654.0,15.1,7.86,467372.62,75.47,6.71
KOTAKBANK,"Kotak Mahindra Bank Ltd
",654.0,15.1,7.86,488474.8,37.51,5.14
KOTAKBANK,"Kotak Mahindra Bank Ltd
",654.0,15.1,7.86,554552.04,43.71,3.59
KOTAKBANK,"Kotak Mahindra Bank Ltd
",654.0,15.1,7.86,588705.26,49.36,12.73
LICI,Life Insurance Corporation of India,154.0,63.61,63.79,166637.32,53.3,0.6
LICI,Life Insurance Corporation of India,154.0,63.61,63.79,171741.93,13.18,2.48
LICI,Life Insurance Corporation of India,154.0,63.61,63.79,183583.67,30.67,8.1
LICI,Life Insurance Corporation of India,154.0,63.61,63.79,183625.08,38.3,8.3
LICI,Life Insurance Corporation of India,154.0,63.61,63.79,196576.3,20.36,2.12
LICI,Life Insurance Corporation of India,154.0,63.61,63.79,204112.31,76.58,7.85
LODHA,Macrotech Developers Ltd,183.0,10.7,11.1,1199352.96,52.31,12.05
LODHA,Macrotech Developers Ltd,183.0,10.7,11.1,1209919.99,51.95,7.65
LODHA,Macrotech Developers Ltd,183.0,10.7,11.1,1322559.29,13.49,1.97
LODHA,Macrotech Developers Ltd,183.0,10.7,11.1,1462369.84,58.75,11.25
LODHA,Macrotech Developers Ltd,183.0,10.7,11.1,1516344.89,70.86,14.94
LODHA,Macrotech Developers Ltd,183.0,10.7,11.1,1550822.64,47.06,13.02
LT,Larsen & Toubro Ltd,635.0,10.49,17.18,606183.52,18.62,6.6
LT,Larsen & Toubro Ltd,635.0,10.49,17.18,685872.93,60.92,9.78
LT,Larsen & Toubro Ltd,635.0,10.49,17.18,690472.41,13.01,9.07
LT,Larsen & Toubro Ltd,635.0,10.49,17.18,864042.71,18.77,11.91
LT,Larsen & Toubro Ltd,635.0,10.49,17.18,937726.82,29.41,13.63
LT,Larsen & Toubro Ltd,635.0,10.49,17.18,1124597.5,30.8,2.48
LTIM,LTIMindtree Ltd,711.0,26.04,34.1,1066603.12,71.7,1.11
LTIM,LTIMindtree Ltd,711.0,26.04,34.1,1202160.21,45.11,12.85
LTIM,LTIMindtree Ltd,711.0,26.04,34.1,1325609.47,61.37,3.82
LTIM,LTIMindtree Ltd,711.0,26.04,34.1,1325692.27,30.49,14.47
LTIM,LTIMindtree Ltd,711.0,26.04,34.1,1328108.48,60.16,10.57
LTIM,LTIMindtree Ltd,711.0,26.04,34.1,1347046.9,64.52,2.38
M&M,"Mahindra & Mahindra Ltd
",567.0,17.99,26.98,1707695.34,76.49,7.02
M&M,"Mahindra & Mahindra Ltd
",567.0,17.99,26.98,2271322.15,65.84,6.63
M&M,"Mahindra & Mahindra Ltd
",567.0,17.99,26.98,3046586.67,8.87,14.35
M&M,"Mahindra & Mahindra Ltd
",567.0,17.99,26.98,3314570.19,34.84,13.53
M&M,"Mahindra & Mahindra Ltd
",567.0,17.99,26.98,3425061.3,52.32,14.96
M&M,"Mahindra & Mahindra Ltd
",567.0,17.99,26.98,4173085.48,14.22,0.81
MARUTI,Maruti Suzuki India Ltd,2835.0,15.75,23.67,1153447.24,42.37,6.22
MARUTI,Maruti Suzuki India Ltd,2835.0,15.75,23.67,1349572.01,11.64,1.03
MARUTI,Maruti Suzuki India Ltd,2835.0,15.75,23.67,1390095.96,36.35,2.5
MARUTI,Maruti Suzuki India Ltd,2835.0,15.75,23.67,1445154.02,65.97,4.77
MARUTI,Maruti Suzuki India Ltd,2835.0,15.75,23.67,1503863.63,20.78,8.26
MARUTI,Maruti Suzuki India Ltd,2835.0,15.75,23.67,1507366.44,14.7,14.19
MOTHERSON,Samvardhana Motherson International Ltd,46.0,11.8,13.7,62318.66,45.66,12.32
MOTHERSON,Samvardhana Motherson International Ltd,46.0,11.8,13.7,81298.87,30.92,9.22
MOTHERSON,Samvardhana Motherson International Ltd,46.0,11.8,13.7,102529.39,32.08,10.45
MOTHERSON,Samvardhana Motherson International Ltd,46.0,11.8,13.7,125781.85,26.19,14.98
MOTHERSON,Samvardhana Motherson International Ltd,46.0,11.8,13.7,136555.49,76.33,10.98
MOTHERSON,Samvardhana Motherson International Ltd,46.0,11.8,13.7,146151.16,9.54,2.38
NAUKRI,Info Edge (India) Ltd,3225.0,2.44,3.65,241741.48,24.1,14.39
NAUKRI,Info Edge (India) Ltd,3225.0,2.44,3.65,322764.36,26.32,6.43
NAUKRI,Info Edge (India) Ltd,3225.0,2.44,3.65,365918.61,36.89,9.77
NAUKRI,Info Edge (India) Ltd,3225.0,2.44,3.65,460029.78,41.41,8.91
NAUKRI,Info Edge (India) Ltd,3225.0,2.44,3.65,560212.42,55.05,12.48
NAUKRI,Info Edge (India) Ltd,3225.0,2.44,3.65,563824.44,32.88,8.33
NESTLEIND,Nestle India Ltd,41.0,135.61,185.43,1106130.85,79.55,5.8
NESTLEIND,Nestle India Ltd,41.0,135.61,185.43,1166468.62,64.83,4.06
NESTLEIND,Nestle India Ltd,41.0,135.61,185.43,1425221.19,20.87,13.55
NESTLEIND,Nestle India Ltd,41.0,135.61,185.43,1676726.13,46.21,9.96
NESTLEIND,Nestle India Ltd,41.0,135.61,185.43,1677775.19,54.96,14.34
NESTLEIND,Nestle India Ltd,41.0,135.61,185.43,1811624.04,11.53,1.76
NHPC,"NHPC Ltd
",40.0,9.61,7.67,1011493.79,78.1,6.89
NHPC,"NHPC Ltd
",40.0,9.61,7.67,1127857.12,60.03,9.48
NHPC,"NHPC Ltd
",40.0,9.61,7.67,1493411.59,50.32,13.06
NHPC,"NHPC Ltd
",40.0,9.61,7.67,1730799.02,48.09,10.79
NHPC,"NHPC Ltd
",40.0,9.61,7.67,1740404.25,71.17,13.74
NHPC,"NHPC Ltd
",40.0,9.61,7.67,1937747.16,59.63,14.49
NTPC,NTPC Ltd,174.0,12.52,10.58,549989.15,22.83,7.06
NTPC,NTPC Ltd,174.0,12.52,10.58,636264.32,33.8,0.79
NTPC,NTPC Ltd,174.0,12.52,10.58,733611.88,54.44,0.57
NTPC,NTPC Ltd,174.0,12.52,10.58,739976.68,54.58,13.83
NTPC,NTPC Ltd,174.0,12.52,10.58,907823.11,30.8,5.24
NTPC,NTPC Ltd,174.0,12.52,10.58,953935.75,79.29,12.24
ONGC,Oil & Natural Gas Corpn Ltd,275.0,14.32,19.71,312963.15,54.62,10.21
ONGC,Oil & Natural Gas Corpn Ltd,275.0,14.32,19.71,316247.83,16.47,6.68
ONGC,Oil & Natural Gas Corpn Ltd,275.0,14.32,19.71,347727.36,53.8,7.0
ONGC,Oil & Natural Gas Corpn Ltd,275.0,14.32,19.71,374517.84,43.8,0.83
ONGC,Oil & Natural Gas Corpn Ltd,275.0,14.32,19.71,390111.05,18.15,10.36
ONGC,Oil & Natural Gas Corpn Ltd,275.0,14.32,19.71,406613.69,44.82,14.33
PFC,Power Finance Corporation Ltd,333.0,19.49,9.96,1215368.18,37.83,3.81
PFC,Power Finance Corporation Ltd,333.0,19.49,9.96,1504604.05,15.39,8.05
PFC,Power Finance Corporation Ltd,333.0,19.49,9.96,1544887.02,36.3,4.82
PFC,Power Finance Corporation Ltd,333.0,19.49,9.96,1625821.23,32.45,5.31
PFC,Power Finance Corporation Ltd,333.0,19.49,9.96,1682458.73,71.66,1.56
PFC,Power Finance Corporation Ltd,333.0,19.49,9.96,2011885.81,35.6,6.59
PIDILITIND,Pidilite Industries Ltd,171.0,22.8,29.7,162274.18,36.12,12.3
PIDILITIND,Pidilite Industries Ltd,171.0,22.8,29.7,162985.56,38.11,2.48
PIDILITIND,Pidilite Industries Ltd,171.0,22.8,29.7,174189.7,35.42,3.26
PIDILITIND,Pidilite Industries Ltd,171.0,22.8,29.7,175760.23,17.69,11.27
PIDILITIND,Pidilite Industries Ltd,171.0,22.8,29.7,187037.75,78.98,3.06
PIDILITIND,Pidilite Industries Ltd,171.0,22.8,29.7,193847.18,68.76,12.53
PNB,Punjab National Bank,110.0,8.7,1.63,1116326.04,70.8,13.8
PNB,Punjab National Bank,110.0,8.7,1.63,1458207.93,19.1,9.35
PNB,Punjab National Bank,110.0,8.7,1.63,1774323.73,20.42,9.61
PNB,Punjab National Bank,110.0,8.7,1.63,1825925.6,19.29,10.91
PNB,Punjab National Bank,110.0,8.7,1.63,2086779.73,20.74,8.38
PNB,Punjab National Bank,110.0,8.7,1.63,2107018.91,21.47,10.12
POWERGRID,Power Grid Corporation of India Ltd,99.0,19.0,13.2,253564.15,70.85,7.24
POWERGRID,Power Grid Corporation of India Ltd,99.0,19.0,13.2,270631.91,65.69,3.16
POWERGRID,Power Grid Corporation of India Ltd,99.0,19.0,13.2,277274.49,37.33,5.79
POWERGRID,Power Grid Corporation of India Ltd,99.0,19.0,13.2,300348.19,30.87,8.89
POWERGRID,Power Grid Corporation of India Ltd,99.0,19.0,13.2,300792.57,31.09,12.44
POWERGRID,Power Grid Corporation of India Ltd,99.0,19.0,13.2,372584.24,64.39,5.1
RECLTD,REC Ltd,279.0,22.2,10.0,252889.41,55.19,7.65
RECLTD,REC Ltd,279.0,22.2,10.0,291917.42,31.49,4.59
RECLTD,REC Ltd,279.0,22.2,10.0,306600.13,16.55,4.55
RECLTD,REC Ltd,279.0,22.2,10.0,324371.96,74.2,3.44
RECLTD,REC Ltd,279.0,22.2,10.0,326394.54,30.66,6.23
RECLTD,REC Ltd,279.0,22.2,10.0,362149.73,77.79,3.64
RELIANCE,"Reliance Industries Ltd
",606.0,9.25,9.61,421125.76,34.76,7.47
RELIANCE,"Reliance Industries Ltd
",606.0,9.25,9.61,432472.71,58.34,3.25
RELIANCE,"Reliance Industries Ltd
",606.0,9.25,9.61,449714.02,75.41,8.7
RELIANCE,"Reliance Industries Ltd
",606.0,9.25,9.61,477545.63,14.91,14.48
RELIANCE,"Reliance Industries Ltd
",606.0,9.25,9.61,552791.93,62.77,2.06
RELIANCE,"Reliance Industries Ltd
",606.0,9.25,9.61,648684.98,42.66,12.4
SBILIFE,SBI Life Insurance Company Ltd,162.0,12.0,13.2,491285.25,41.21,6.55
SBILIFE,SBI Life Insurance Company Ltd,162.0,12.0,13.2,625311.99,10.2,6.98
SBILIFE,SBI Life Insurance Company Ltd,162.0,12.0,13.2,654418.26,76.94,1.19
SBILIFE,SBI Life Insurance Company Ltd,162.0,12.0,13.2,703278.16,60.68,3.62
SBILIFE,SBI Life Insurance Company Ltd,162.0,12.0,13.2,781640.88,47.37,11.71
SBILIFE,SBI Life Insurance Company Ltd,162.0,12.0,13.2,886097.71,69.98,9.48
SBIN,State Bank of India,465.0,17.3,6.16,1482417.4,28.31,2.13
SBIN,State Bank of India,465.0,17.3,6.16,1692341.99,47.04,2.29
SBIN,State Bank of India,465.0,17.3,6.16,1705155.98,43.56,13.01
SBIN,State Bank of India,465.0,17.3,6.16,2187008.32,62.26,7.26
SBIN,State Bank of India,465.0,17.3,6.16,2400436.05,54.93,2.72
SBIN,State Bank of India,465.0,17.3,6.16,2664457.97,72.12,7.09
SHREECEM,Shree Cement Ltd,5787.0,12.2,14.8,1156357.29,35.24,14.91
SHREECEM,Shree Cement Ltd,5787.0,12.2,14.8,1370108.42,67.14,8.03
SHREECEM,Shree Cement Ltd,5787.0,12.2,14.8,1568926.09,32.7,6.72
SHREECEM,Shree Cement Ltd,5787.0,12.2,14.8,1932061.03,25.68,0.89
SHREECEM,Shree Cement Ltd,5787.0,12.2,14.8,2414420.31,36.21,8.67
SHREECEM,Shree Cement Ltd,5787.0,12.2,14.8,3154358.33,25.87,1.21
SHRIRAMFIN,"Shriram Finance Ltd
",279.0,15.9,11.3,513251.36,11.8,11.36
SHRIRAMFIN,"Shriram Finance Ltd
",279.0,15.9,11.3,594898.99,79.88,0.51
SHRIRAMFIN,"Shriram Finance Ltd
",279.0,15.9,11.3,652156.9,37.85,14.56
SHRIRAMFIN,"Shriram Finance Ltd
",279.0,15.9,11.3,721018.22,56.67,6.47
SHRIRAMFIN,"Shriram Finance Ltd
",279.0,15.9,11.3,816109.58,27.14,10.02
SHRIRAMFIN,"Shriram Finance Ltd
",279.0,15.9,11.3,868933.47,68.53,7.91
SIEMENS,Siemens Ltd,431.0,19.1,25.6,821304.84,41.13,10.16
SIEMENS,Siemens Ltd,431.0,19.1,25.6,882073.22,76.63,4.67
SIEMENS,Siemens Ltd,431.0,19.1,25.6,911257.72,10.54,5.57
SIEMENS,Siemens Ltd,431.0,19.1,25.6,951918.38,23.09,1.05
SIEMENS,Siemens Ltd,431.0,19.1,25.6,1145547.03,48.76,12.77
SIEMENS,Siemens Ltd,431.0,19.1,25.6,1191331.95,33.32,9.25
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,288.0,16.7,17.3,714309.02,42.97,2.81
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,288.0,16.7,17.3,758612.89,74.3,10.71
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,288.0,16.7,17.3,794888.64,12.16,2.14
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,288.0,16.7,17.3,812572.94,11.76,9.71
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,288.0,16.7,17.3,1064162.39,24.58,7.54
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,288.0,16.7,17.3,1339586.09,37.9,6.71
TATACONSUM,Tata Consumer Products Ltd,193.0,8.32,10.6,298527.54,20.52,1.59
TATACONSUM,Tata Consumer Products Ltd,193.0,8.32,10.6,304809.07,9.49,3.65
TATACONSUM,Tata Consumer Products Ltd,193.0,8.32,10.6,307664.97,14.67,8.63
TATACONSUM,Tata Consumer Products Ltd,193.0,8.32,10.6,314022.94,66.35,4.55
TATACONSUM,Tata Consumer Products Ltd,193.0,8.32,10.6,350543.35,54.79,7.14
TATACONSUM,Tata Consumer Products Ltd,193.0,8.32,10.6,365505.69,77.06,7.38
TATAMOTORS,Tata Motors Ltd,275.0,49.4,20.1,919827.57,14.79,1.74
TATAMOTORS,Tata Motors Ltd,275.0,49.4,20.1,1047137.5,26.23,11.5
TATAMOTORS,Tata Motors Ltd,275.0,49.4,20.1,1182658.61,29.26,10.95
TATAMOTORS,Tata Motors Ltd,275.0,49.4,20.1,1385832.42,56.26,6.18
TATAMOTORS,Tata Motors Ltd,275.0,49.4,20.1,1427382.48,34.17,1.87
TATAMOTORS,Tata Motors Ltd,275.0,49.4,20.1,1504106.64,67.07,0.93
TATAPOWER,"Tata Power Company Ltd
",105.0,11.3,11.1,1402442.85,14.5,4.29
TATAPOWER,"Tata Power Company Ltd
",105.0,11.3,11.1,1446057.42,58.26,0.71
TATAPOWER,"Tata Power Company Ltd
",105.0,11.3,11.1,1458746.25,22.32,3.71
TATAPOWER,"Tata Power Company Ltd
",105.0,11.3,11.1,1511545.08,72.1,1.81
TATAPOWER,"Tata Power Company Ltd
",105.0,11.3,11.1,1592398.68,24.7,10.29
TATAPOWER,"Tata Power Company Ltd
",105.0,11.3,11.1,1647269.48,14.5,3.48
TATASTEEL,"Tata Steel Ltd
",72.0,6.55,7.02,293941.16,52.14,11.02
TATASTEEL,"Tata Steel Ltd
",72.0,6.55,7.02,320309.06,19.23,3.0
TATASTEEL,"Tata Steel Ltd
",72.0,6.55,7.02,339775.94,73.73,10.62
TATASTEEL,"Tata Steel Ltd
",72.0,6.55,7.02,358418.76,33.03,9.76
TATASTEEL,"Tata Steel Ltd
",72.0,6.55,7.02,363770.91,55.54,7.39
TATASTEEL,"Tata Steel Ltd
",72.0,6.55,7.02,369110.65,48.97,9.23
TCS,Tata Consultancy Services Ltd,281.0,0.52,64.3,286225.25,47.53,2.11
TCS,Tata Consultancy Services Ltd,281.0,0.52,64.3,290730.69,57.2,0.61
TCS,Tata Consultancy Services Ltd,281.0,0.52,64.3,351038.19,79.57,11.14
TCS,Tata Consultancy Services Ltd,281.0,0.52,64.3,405916.42,8.74,13.8
TCS,Tata Consultancy Services Ltd,281.0,0.52,64.3,422088.96,46.18,8.56
TCS,Tata Consultancy Services Ltd,281.0,0.52,64.3,461188.15,78.69,6.08
TECHM,Tech Mahindra Ltd,270.0,8.63,11.9,1639903.22,8.39,4.82
TECHM,Tech Mahindra Ltd,270.0,8.63,11.9,1800162.47,60.09,4.41
TECHM,Tech Mahindra Ltd,270.0,8.63,11.9,1860679.7,51.58,1.63
TECHM,Tech Mahindra Ltd,270.0,8.63,11.9,2390842.75,47.31,13.71
TECHM,Tech Mahindra Ltd,270.0,8.63,11.9,3021095.64,57.4,7.43
TECHM,Tech Mahindra Ltd,270.0,8.63,11.9,3048920.3,41.79,3.57
TITAN,"Titan Company Ltd
",110.0,32.9,22.7,1135740.07,63.2,11.39
TITAN,"Titan Company Ltd
",110.0,32.9,22.7,1301076.74,18.73,5.89
TITAN,"Titan Company Ltd
",110.0,32.9,22.7,1401305.03,26.55,3.88
TITAN,"Titan Company Ltd
",110.0,32.9,22.7,1599747.79,72.03,9.49
TITAN,"Titan Company Ltd
",110.0,32.9,22.7,1793769.72,10.13,10.51
TITAN,"Titan Company Ltd
",110.0,32.9,22.7,1862221.59,28.61,3.98
TORNTPHARM,Torrent Pharmaceuticals Ltd,222.0,24.2,23.2,961478.14,78.75,1.44
TORNTPHARM,Torrent Pharmaceuticals Ltd,222.0,24.2,23.2,1046185.12,42.51,11.26
TORNTPHARM,Torrent Pharmaceuticals Ltd,222.0,24.2,23.2,1212490.1,65.62,1.87
TORNTPHARM,Torrent Pharmaceuticals Ltd,222.0,24.2,23.2,1227158.01,51.26,10.52
TORNTPHARM,Torrent Pharmaceuticals Ltd,222.0,24.2,23.2,1641817.42,38.01,12.97
TORNTPHARM,Torrent Pharmaceuticals Ltd,222.0,24.2,23.2,1870170.39,46.4,6.43
TRENT,Trent Ltd,132.0,27.2,23.8,571322.04,8.65,11.82
TRENT,Trent Ltd,132.0,27.2,23.8,583656.73,65.94,9.88
TRENT,Trent Ltd,132.0,27.2,23.8,607706.78,68.1,13.78
TRENT,Trent Ltd,132.0,27.2,23.8,700098.06,78.02,14.33
TRENT,Trent Ltd,132.0,27.2,23.8,704799.66,50.52,9.53
TRENT,Trent Ltd,132.0,27.2,23.8,709354.25,70.85,12.21
TVSMOTOR,TVS Motor Company Ltd,,,,143093.33,15.6,6.89
TVSMOTOR,TVS Motor Company Ltd,,,,170247.22,24.28,4.64
TVSMOTOR,TVS Motor Company Ltd,,,,206731.04,68.15,7.31
TVSMOTOR,TVS Motor Company Ltd,,,,215205.91,46.5,7.83
TVSMOTOR,TVS Motor Company Ltd,,,,249058.89,8.52,13.87
TVSMOTOR,TVS Motor Company Ltd,,,,266591.41,46.1,5.62
