id,company_name,roe_percentage,roce_percentage,market_cap_crore,pe_ratio,pb_ratio,roe,roa,debt_equity,sales_cagr,profit_cagr
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1138,0.0784,1.4507,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1201,0.0657,1.8276,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.121,0.0967,1.2518,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1222,0.0948,1.2887,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1304,0.0961,1.3563,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1397,0.1048,1.3332,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1555,0.1277,1.2182,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,338880.07,37.3,10.46,0.1713,0.1325,1.2926,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.0825,0.0496,1.6637,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.0952,0.064,1.4859,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.0994,0.0628,1.5829,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.0996,0.0625,1.5934,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1138,0.0784,1.4507,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1201,0.0657,1.8276,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.121,0.0967,1.2518,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1222,0.0948,1.2887,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1304,0.0961,1.3563,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1397,0.1048,1.3332,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1555,0.1277,1.2182,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,353498.49,61.2,2.74,0.1713,0.1325,1.2926,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.0825,0.0496,1.6637,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.0952,0.064,1.4859,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.0994,0.0628,1.5829,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.0996,0.0625,1.5934,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1138,0.0784,1.4507,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1201,0.0657,1.8276,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.121,0.0967,1.2518,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1222,0.0948,1.2887,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1304,0.0961,1.3563,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1397,0.1048,1.3332,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1555,0.1277,1.2182,10.35,10.26
CIPLA,"Cipla Ltd
",16.8,22.8,439803.15,59.75,5.93,0.1713,0.1325,1.2926,10.35,10.26
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.3402,0.1234,2.7573,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.3478,0.0789,4.4102,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.3488,0.0561,6.2182,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.3564,0.144,2.4747,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.3581,0.1564,2.2896,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.3785,0.0783,4.8367,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.4028,0.0968,4.1591,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.4096,0.1256,3.2601,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.4517,0.158,2.8583,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.5193,0.1113,4.6652,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.5214,0.1433,3.6388,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,187263.0,76.5,6.82,0.6601,0.1313,5.0282,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.3402,0.1234,2.7573,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.3478,0.0789,4.4102,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.3488,0.0561,6.2182,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.3564,0.144,2.4747,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.3581,0.1564,2.2896,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.3785,0.0783,4.8367,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.4028,0.0968,4.1591,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.4096,0.1256,3.2601,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.4517,0.158,2.8583,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.5193,0.1113,4.6652,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.5214,0.1433,3.6388,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,231042.15,23.41,11.71,0.6601,0.1313,5.0282,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.3402,0.1234,2.7573,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.3478,0.0789,4.4102,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.3488,0.0561,6.2182,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.3564,0.144,2.4747,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.3581,0.1564,2.2896,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.3785,0.0783,4.8367,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.4028,0.0968,4.1591,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.4096,0.1256,3.2601,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.4517,0.158,2.8583,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.5193,0.1113,4.6652,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.5214,0.1433,3.6388,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,269353.58,77.94,9.67,0.6601,0.1313,5.0282,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.3402,0.1234,2.7573,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.3478,0.0789,4.4102,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.3488,0.0561,6.2182,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.3564,0.144,2.4747,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.3581,0.1564,2.2896,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.3785,0.0783,4.8367,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.4028,0.0968,4.1591,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.4096,0.1256,3.2601,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.4517,0.158,2.8583,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.5193,0.1113,4.6652,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.5214,0.1433,3.6388,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,359749.33,10.93,0.98,0.6601,0.1313,5.0282,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.3402,0.1234,2.7573,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.3478,0.0789,4.4102,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.3488,0.0561,6.2182,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.3564,0.144,2.4747,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.3581,0.1564,2.2896,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.3785,0.0783,4.8367,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.4028,0.0968,4.1591,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.4096,0.1256,3.2601,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.4517,0.158,2.8583,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.5193,0.1113,4.6652,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.5214,0.1433,3.6388,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,397912.96,32.17,9.72,0.6601,0.1313,5.0282,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.3402,0.1234,2.7573,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.3478,0.0789,4.4102,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.3488,0.0561,6.2182,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.3564,0.144,2.4747,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.3581,0.1564,2.2896,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.3785,0.0783,4.8367,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.4028,0.0968,4.1591,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.4096,0.1256,3.2601,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.4517,0.158,2.8583,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.5193,0.1113,4.6652,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.5214,0.1433,3.6388,6.18,5.85
COALINDIA,Coal India Ltd,52.0,63.6,454024.84,34.27,14.75,0.6601,0.1313,5.0282,6.18,5.85
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.1836,0.1198,1.5321,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.1896,0.1246,1.5215,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.2078,0.1418,1.4655,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.2192,0.1551,1.4134,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.2212,0.1565,1.4135,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.238,0.1561,1.5251,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.2567,0.1714,1.498,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.2641,0.1655,1.5952,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.3006,0.1809,1.662,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.3184,0.1749,1.8205,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.3449,0.1724,2.0,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48060.25,78.3,2.21,0.3656,0.1627,2.2477,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.1836,0.1198,1.5321,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.1896,0.1246,1.5215,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.2078,0.1418,1.4655,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.2192,0.1551,1.4134,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.2212,0.1565,1.4135,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.238,0.1561,1.5251,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.2567,0.1714,1.498,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.2641,0.1655,1.5952,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.3006,0.1809,1.662,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.3184,0.1749,1.8205,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.3449,0.1724,2.0,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,48665.96,12.36,12.35,0.3656,0.1627,2.2477,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.1836,0.1198,1.5321,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.1896,0.1246,1.5215,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.2078,0.1418,1.4655,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.2192,0.1551,1.4134,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.2212,0.1565,1.4135,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.238,0.1561,1.5251,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.2567,0.1714,1.498,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.2641,0.1655,1.5952,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.3006,0.1809,1.662,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.3184,0.1749,1.8205,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.3449,0.1724,2.0,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,55182.65,11.83,8.9,0.3656,0.1627,2.2477,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.1836,0.1198,1.5321,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.1896,0.1246,1.5215,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.2078,0.1418,1.4655,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.2192,0.1551,1.4134,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.2212,0.1565,1.4135,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.238,0.1561,1.5251,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.2567,0.1714,1.498,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.2641,0.1655,1.5952,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.3006,0.1809,1.662,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.3184,0.1749,1.8205,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.3449,0.1724,2.0,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,56521.84,50.95,13.59,0.3656,0.1627,2.2477,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.1836,0.1198,1.5321,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.1896,0.1246,1.5215,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.2078,0.1418,1.4655,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.2192,0.1551,1.4134,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.2212,0.1565,1.4135,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.238,0.1561,1.5251,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.2567,0.1714,1.498,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.2641,0.1655,1.5952,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.3006,0.1809,1.662,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.3184,0.1749,1.8205,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.3449,0.1724,2.0,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,60945.67,31.16,8.64,0.3656,0.1627,2.2477,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.1836,0.1198,1.5321,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.1896,0.1246,1.5215,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.2078,0.1418,1.4655,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.2192,0.1551,1.4134,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.2212,0.1565,1.4135,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.238,0.1561,1.5251,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.2567,0.1714,1.498,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.2641,0.1655,1.5952,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.3006,0.1809,1.662,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.3184,0.1749,1.8205,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.3449,0.1724,2.0,6.07,7.18
DABUR,Dabur India Ltd,19.2,22.3,61939.24,74.55,11.51,0.3656,0.1627,2.2477,6.07,7.18
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.1179,0.1035,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.1429,0.1264,1.1299,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.148,0.1293,1.1451,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.1884,0.1614,1.167,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.1945,0.1684,1.1551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.1979,0.1722,1.149,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.2134,0.1842,1.1588,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.2407,0.1918,1.2551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.2437,0.1934,1.26,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.2524,0.2216,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.2608,0.2084,1.2517,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1011018.76,74.55,13.82,0.2623,0.2299,1.1409,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.1179,0.1035,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.1429,0.1264,1.1299,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.148,0.1293,1.1451,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.1884,0.1614,1.167,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.1945,0.1684,1.1551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.1979,0.1722,1.149,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.2134,0.1842,1.1588,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.2407,0.1918,1.2551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.2437,0.1934,1.26,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.2524,0.2216,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.2608,0.2084,1.2517,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1300303.75,30.35,3.22,0.2623,0.2299,1.1409,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.1179,0.1035,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.1429,0.1264,1.1299,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.148,0.1293,1.1451,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.1884,0.1614,1.167,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.1945,0.1684,1.1551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.1979,0.1722,1.149,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.2134,0.1842,1.1588,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.2407,0.1918,1.2551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.2437,0.1934,1.26,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.2524,0.2216,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.2608,0.2084,1.2517,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1318782.9,15.26,3.01,0.2623,0.2299,1.1409,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.1179,0.1035,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.1429,0.1264,1.1299,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.148,0.1293,1.1451,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.1884,0.1614,1.167,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.1945,0.1684,1.1551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.1979,0.1722,1.149,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.2134,0.1842,1.1588,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.2407,0.1918,1.2551,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.2437,0.1934,1.26,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.2524,0.2216,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.2608,0.2084,1.2517,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1391349.3,56.9,1.69,0.2623,0.2299,1.1409,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1595539.83,9.75,6.26,0.1179,0.1035,1.1392,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1595539.83,9.75,6.26,0.1429,0.1264,1.1299,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1595539.83,9.75,6.26,0.148,0.1293,1.1451,12.28,9.74
DIVISLAB,Divis Laboratories Ltd,12.2,16.5,1595539.83,9.75,6.26,0.1884,0.1614,1.167,12.28,9.74
